Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Pull Up (Assisted)",2,36.0,9.0,0,0.0,,,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Pull Up (Assisted)",3,36.0,6.0,0,0.0,,,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Upright Row (Barbell)",1,2.5,11.0,0,0.0,"",,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Upright Row (Barbell)",2,2.5,11.0,0,0.0,,,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Upright Row (Barbell)",3,2.5,7.0,0,0.0,,,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Wrist Extension ",1,5.0,8.0,0,0.0,"",,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Bench Press (Smith Machine)",1,20.0,10.0,0,0.0,"",,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Bench Press (Smith Machine)",2,22.5,10.0,0,0.0,,,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Bench Press (Smith Machine)",3,25.0,7.0,0,0.0,,,
2024-04-27 11:05:20,"Morning Workout",1h 7m,"Bench Press (Smith Machine)",4,22.5,6.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Upright Row (Barbell)",1,2.5,12.0,0,0.0,"","",
2024-04-29 14:09:59,"Afternoon Workout",57m,"Upright Row (Barbell)",2,2.5,12.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Upright Row (Barbell)",3,2.5,10.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Reverse Curl (Barbell)",1,2.5,8.0,0,0.0,"",,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Reverse Curl (Barbell)",2,2.5,9.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Reverse Curl (Barbell)",3,2.5,8.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Incline Curl (Dumbbell)",1,6.0,11.0,0,0.0,"",,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Incline Curl (Dumbbell)",2,6.0,8.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Incline Curl (Dumbbell)",3,6.0,9.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Incline Curl (Dumbbell)",4,6.0,6.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Incline Curl (Dumbbell)",D,4.0,4.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Lateral Raise (Machine)",1,38.0,10.0,0,0.0,"",,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Lateral Raise (Machine)",2,38.0,8.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Lateral Raise (Machine)",3,34.0,10.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Wrist Extension ",1,4.0,11.0,0,0.0,"",,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Wrist Extension ",2,4.0,9.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Wrist Extension ",3,4.0,8.0,0,0.0,,,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Triceps Pushdown (Cable - Straight Bar)",1,12.5,20.0,0,0.0,"",,
2024-04-29 14:09:59,"Afternoon Workout",57m,"Triceps Pushdown (Cable - Straight Bar)",2,12.5,12.0,0,0.0,,,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Squat (Smith Machine)",1,20.0,7.0,0,0.0,"","",
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Squat (Smith Machine)",2,20.0,7.0,0,0.0,,,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Squat (Smith Machine)",3,20.0,6.0,0,0.0,,,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Squat (Smith Machine)",4,17.5,7.0,0,0.0,,,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Lying Leg Curl (Machine)",1,39.0,11.0,0,0.0,"",,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Lying Leg Curl (Machine)",2,39.0,8.0,0,0.0,,,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Lying Leg Curl (Machine)",3,39.0,6.0,0,0.0,,,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Reverse Stepup",1,0.0,8.0,0,0.0,"",,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Reverse Stepup",2,0.0,5.0,0,0.0,,,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Tib Bar",1,13.75,5.0,0,0.0,"",,
2024-04-30 14:00:23,"Afternoon Workout",1h 17m,"Tib Bar",2,12.5,9.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Incline Bench Press (Smith Machine)",1,18.75,10.0,0,0.0,"","",
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Incline Bench Press (Smith Machine)",2,18.75,10.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Incline Bench Press (Smith Machine)",3,18.75,7.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Incline Bench Press (Smith Machine)",4,16.25,8.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Lat Pulldown (Cable)",1,47.0,12.0,0,0.0,"58*8",,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Lat Pulldown (Cable)",2,47.0,9.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Lat Pulldown (Cable)",3,47.0,13.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Seated Row (Cable)",1,34.0,13.0,0,0.0,"",,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Seated Row (Cable)",2,34.0,11.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Chest Fly",1,27.0,13.0,0,0.0,"",,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Chest Fly",2,27.0,9.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Wrist Extension ",1,4.0,12.0,0,0.0,"",,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Wrist Extension ",2,4.0,8.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Wrist Extension ",3,4.0,8.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Upright Row (Barbell)",1,2.5,12.0,0,0.0,"",,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Upright Row (Barbell)",2,2.5,11.0,0,0.0,,,
2024-05-01 14:18:30,"Afternoon Workout",1h 15m,"Upright Row (Barbell)",3,2.5,10.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Upright Row (Barbell)",1,3.75,11.0,0,0.0,"","",
2024-05-03 13:54:25,"Midday Workout",51m,"Upright Row (Barbell)",2,3.75,10.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Upright Row (Barbell)",3,3.75,10.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Incline Curl (Dumbbell)",1,6.0,13.0,0,0.0,"",,
2024-05-03 13:54:25,"Midday Workout",51m,"Incline Curl (Dumbbell)",2,6.0,9.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Incline Curl (Dumbbell)",3,6.0,7.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Incline Curl (Dumbbell)",4,6.0,6.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Incline Curl (Dumbbell)",5,4.0,4.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Skullcrusher (Dumbbell)",1,6.0,11.0,0,0.0,"",,
2024-05-03 13:54:25,"Midday Workout",51m,"Skullcrusher (Dumbbell)",2,6.0,8.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Skullcrusher (Dumbbell)",3,4.0,15.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Skullcrusher (Dumbbell)",4,4.0,14.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Lateral Raise (Machine)",1,38.0,12.0,0,0.0,"",,
2024-05-03 13:54:25,"Midday Workout",51m,"Lateral Raise (Machine)",2,38.0,8.0,0,0.0,,,
2024-05-03 13:54:25,"Midday Workout",51m,"Lateral Raise (Machine)",3,34.0,9.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"Reverse Sled",1,52.5,11.0,0,0.0,"","",
2024-05-04 10:02:01,"Morning Workout",54m,"Reverse Curl (Dumbbell)",1,6.0,9.0,0,0.0,"",,
2024-05-04 10:02:01,"Morning Workout",54m,"Reverse Curl (Dumbbell)",2,6.0,9.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"Reverse Curl (Dumbbell)",3,6.0,9.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"Reverse Curl (Dumbbell)",4,4.0,8.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"External rotation",1,6.0,9.0,0,0.0,"",,
2024-05-04 10:02:01,"Morning Workout",54m,"External rotation",2,6.0,7.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"External rotation",3,6.0,4.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"External rotation",D,4.0,3.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"Incline Powell Raise",1,4.0,9.0,0,0.0,"",,
2024-05-04 10:02:01,"Morning Workout",54m,"Incline Powell Raise",2,4.0,9.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"Wrist Extension ",1,4.0,13.0,0,0.0,"",,
2024-05-04 10:02:01,"Morning Workout",54m,"Wrist Extension ",2,4.0,9.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"Wrist Extension ",3,4.0,9.0,0,0.0,,,
2024-05-04 10:02:01,"Morning Workout",54m,"Reverse Fly (Cable)",1,1.1,20.0,0,0.0,"",,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Squat (Smith Machine)",1,15.0,10.0,0,0.0,"","",
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Squat (Smith Machine)",2,17.5,8.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Squat (Smith Machine)",3,17.5,9.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Squat (Smith Machine)",4,17.5,7.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Iso-Lateral Row (Machine)",1,17.5,10.0,0,0.0,"",,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Iso-Lateral Row (Machine)",2,17.5,9.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Iso-Lateral Row (Machine)",3,17.5,10.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Iso-Lateral Row (Machine)",4,17.5,10.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Lat Pulldown (Machine)",1,25.0,12.0,0,0.0,"",,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Lat Pulldown (Machine)",2,25.0,12.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Chest Fly",1,28.0,15.0,0,0.0,"",,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Chest Fly",2,29.0,12.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Chest Fly",3,29.0,8.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Lying Leg Curl (Machine)",1,40.0,12.0,0,0.0,"",,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Lying Leg Curl (Machine)",2,40.0,7.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Lying Leg Curl (Machine)",3,40.0,6.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Reverse Stepup",1,0.0,7.0,0,0.0,"",,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Reverse Stepup",2,0.0,6.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Bench Press (Barbell)",1,20.0,10.0,0,0.0,"",,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Bench Press (Barbell)",2,20.0,9.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Bench Press (Barbell)",3,20.0,9.0,0,0.0,,,
2024-05-06 12:05:04,"Midday Workout",1h 47m,"Bench Press (Barbell)",4,20.0,8.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Upright Row (Barbell)",1,3.75,11.0,0,0.0,"","",
2024-05-08 14:18:41,"Afternoon Workout",53m,"Upright Row (Barbell)",2,3.75,12.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Upright Row (Barbell)",3,3.75,11.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Upright Row (Barbell)",4,3.75,8.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",1,6.0,14.0,0,0.0,"",,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",2,6.0,10.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",3,6.0,9.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",4,6.0,9.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",5,6.0,8.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Incline Curl (Dumbbell)",6,6.0,8.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Skullcrusher (Dumbbell)",1,6.0,14.0,0,0.0,"",,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Skullcrusher (Dumbbell)",2,6.0,9.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Skullcrusher (Dumbbell)",3,6.0,9.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Skullcrusher (Dumbbell)",4,6.0,7.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Lateral Raise (Machine)",1,39.0,11.0,0,0.0,"",,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Lateral Raise (Machine)",2,39.0,9.0,0,0.0,,,
2024-05-08 14:18:41,"Afternoon Workout",53m,"Lateral Raise (Machine)",3,39.0,9.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Pull Up (Assisted)",1,36.0,10.0,0,0.0,"","",
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Pull Up (Assisted)",2,36.0,9.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Pull Up (Assisted)",3,36.0,8.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Pull Up (Assisted)",4,41.0,7.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Iso-Lateral Chest Press (Machine)",1,20.0,11.0,0,0.0,"",,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Iso-Lateral Chest Press (Machine)",2,20.0,7.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Iso-Lateral Chest Press (Machine)",3,10.0,6.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Iso-Lateral Chest Press (Machine)",4,10.0,10.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Seated Row (Cable)",1,35.0,14.0,0,0.0,"",,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Seated Row (Cable)",2,35.0,11.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Seated Row (Cable)",3,35.0,13.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Wrist Extension ",1,4.0,12.0,0,0.0,"",,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Wrist Extension ",2,4.0,7.0,0,0.0,,,
2024-05-09 15:25:06,"Afternoon Workout",1h 1m,"Wrist Extension ",3,4.0,7.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Squat (Smith Machine)",1,18.75,10.0,0,0.0,"","",
2024-05-10 07:29:57,"Early Morning Workout",55m,"Squat (Smith Machine)",2,18.75,9.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Squat (Smith Machine)",3,18.75,6.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Squat (Smith Machine)",4,17.5,7.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Lying Leg Curl (Machine)",1,41.0,12.0,0,0.0,"",,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Lying Leg Curl (Machine)",2,41.0,7.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Lying Leg Curl (Machine)",3,41.0,7.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Reverse Stepup",1,0.0,8.0,0,0.0,"",,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Reverse Stepup",2,0.0,6.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Tib Bar",1,12.5,10.0,0,0.0,"",,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Tib Bar",2,12.5,7.0,0,0.0,,,
2024-05-10 07:29:57,"Early Morning Workout",55m,"Tib Bar",3,10.0,9.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Incline Bench Press (Dumbbell)",1,22.0,10.0,0,0.0,"","",
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Incline Bench Press (Dumbbell)",2,22.0,10.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Incline Bench Press (Dumbbell)",3,22.0,8.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Incline Bench Press (Dumbbell)",4,22.0,8.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Lat Pulldown (Cable)",1,47.0,13.0,0,0.0,"",,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Lat Pulldown (Cable)",2,47.0,12.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Lat Pulldown (Cable)",3,47.0,12.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Lat Pulldown (Cable)",4,47.0,9.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Iso-Lateral Row (Machine)",1,17.5,11.0,0,0.0,"",,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Iso-Lateral Row (Machine)",2,17.5,11.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Iso-Lateral Row (Machine)",3,17.5,10.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Lateral Raise (Machine)",1,39.0,12.0,0,0.0,"",,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Lateral Raise (Machine)",2,39.0,7.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Wrist Extension ",1,4.0,10.0,0,0.0,"",,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Wrist Extension ",2,4.0,10.0,0,0.0,,,
2024-05-14 14:39:23,"Afternoon Workout",1h 14m,"Wrist Extension ",3,4.0,10.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Upright Row (Barbell)",1,3.75,13.0,0,0.0,"","",
2024-05-16 14:16:57,"Afternoon Workout",56m,"Upright Row (Barbell)",2,3.75,12.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Upright Row (Barbell)",3,3.75,11.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Upright Row (Barbell)",4,3.75,10.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Incline Curl (Dumbbell)",1,6.0,16.0,0,0.0,"",,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Incline Curl (Dumbbell)",2,6.0,11.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Incline Curl (Dumbbell)",3,6.0,9.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Incline Curl (Dumbbell)",4,6.0,10.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Incline Curl (Dumbbell)",5,6.0,8.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Incline Curl (Dumbbell)",6,6.0,8.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Skullcrusher (Dumbbell)",1,6.0,16.0,0,0.0,"",,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Skullcrusher (Dumbbell)",2,6.0,9.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Skullcrusher (Dumbbell)",3,6.0,9.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Skullcrusher (Dumbbell)",4,6.0,8.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Wrist Extension ",1,4.0,9.0,0,0.0,"",,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Wrist Extension ",2,4.0,11.0,0,0.0,,,
2024-05-16 14:16:57,"Afternoon Workout",56m,"Wrist Extension ",3,4.0,9.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Squat (Smith Machine)",1,20.0,8.0,0,0.0,"","",
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Squat (Smith Machine)",2,20.0,8.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Squat (Smith Machine)",3,20.0,7.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Squat (Smith Machine)",4,20.0,7.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Squat (Smith Machine)",5,15.0,6.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Lying Leg Curl (Machine)",1,41.0,12.0,0,0.0,"",,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Lying Leg Curl (Machine)",2,41.0,7.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Lying Leg Curl (Machine)",3,41.0,6.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Lying Leg Curl (Machine)",4,41.0,6.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Lying Leg Curl (Machine)",D,36.0,5.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Tib Bar",1,12.5,10.0,0,0.0,"",,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Tib Bar",2,12.5,8.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Tib Bar",3,10.0,8.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Bench Press (Barbell)",1,20.0,10.0,0,0.0,"",,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Bench Press (Barbell)",2,25.0,7.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Bench Press (Barbell)",3,25.0,6.0,0,0.0,,,
2024-05-17 18:48:38,"Evening Workout",1h 38m,"Bench Press (Barbell)",4,22.5,6.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lat Pulldown (Cable)",1,52.0,11.0,0,0.0,"","",
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lat Pulldown (Cable)",2,52.0,9.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lat Pulldown (Cable)",3,52.0,9.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lat Pulldown (Cable)",4,47.0,11.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Seated Row (Cable)",1,36.0,13.0,0,0.0,"",,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Seated Row (Cable)",2,36.0,11.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Seated Row (Cable)",3,36.0,11.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Seated Row (Cable)",4,36.0,12.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lateral Raise (Cable)",1,3.4,9.0,0,0.0,"",,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lateral Raise (Cable)",2,3.4,9.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lateral Raise (Cable)",3,3.4,9.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lateral Raise (Cable)",4,3.4,9.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Lateral Raise (Cable)",5,3.4,8.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Wrist Extension ",1,4.0,10.0,0,0.0,"",,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Wrist Extension ",2,4.0,10.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Wrist Extension ",3,4.0,7.0,0,0.0,,,
2024-05-18 11:10:09,"Morning Workout",1h 3m,"Seated Palms Up Wrist Curl (Dumbbell)",1,4.0,14.0,0,0.0,"",,
2024-05-20 13:28:01,"Midday Workout",50m,"Upright Row (Barbell)",1,3.75,14.0,0,0.0,"","",
2024-05-20 13:28:01,"Midday Workout",50m,"Upright Row (Barbell)",2,3.75,12.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Upright Row (Barbell)",3,3.75,9.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Incline Curl (Dumbbell)",1,6.0,15.0,0,0.0,"",,
2024-05-20 13:28:01,"Midday Workout",50m,"Incline Curl (Dumbbell)",2,6.0,11.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Incline Curl (Dumbbell)",3,6.0,8.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Incline Curl (Dumbbell)",4,6.0,5.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Incline Curl (Dumbbell)",5,6.0,4.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Incline Curl (Dumbbell)",6,4.0,8.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Triceps Pushdown (Cable - Straight Bar)",1,14.7,17.0,0,0.0,"",,
2024-05-20 13:28:01,"Midday Workout",50m,"Triceps Pushdown (Cable - Straight Bar)",2,14.7,11.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Triceps Pushdown (Cable - Straight Bar)",3,14.7,9.0,0,0.0,,,
2024-05-20 13:28:01,"Midday Workout",50m,"Triceps Pushdown (Cable - Straight Bar)",4,12.5,11.0,0,0.0,,,
